ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
5271,0.188,0.0,0.088,0.552,0.172
5272,0.524,0.0,0.056,0.124,0.296
5273,0.476,0.012,0.028,0.276,0.208
5274,0.04,0.0,0.12,0.016,0.824
5275,0.184,0.004,0.076,0.488,0.248
5276,0.056,0.004,0.244,0.356,0.34
5277,0.796,0.008,0.068,0.028,0.1
5278,0.708,0.0,0.016,0.208,0.068
5279,0.0,0.02,0.06,0.0,0.92
5280,0.824,0.0,0.0,0.128,0.048
5281,0.68,0.0,0.0,0.112,0.208
5282,0.812,0.004,0.012,0.1,0.072
5283,0.6,0.0,0.048,0.112,0.24
5284,0.104,0.0,0.024,0.128,0.744
5285,0.024,0.008,0.408,0.148,0.412
5286,0.948,0.0,0.012,0.004,0.036
5287,0.652,0.028,0.028,0.024,0.268
5288,0.676,0.004,0.012,0.072,0.236
5289,0.552,0.004,0.008,0.176,0.26
5290,0.0,0.0,0.0,0.0,1.0
5291,0.008,0.0,0.004,0.0,0.988
5292,0.104,0.092,0.024,0.0,0.78
5293,0.0,0.0,0.0,0.0,1.0
5294,0.9,0.0,0.0,0.044,0.056
5295,0.832,0.0,0.008,0.064,0.096
5296,0.904,0.0,0.0,0.032,0.064
5297,0.684,0.004,0.04,0.012,0.26
5298,0.056,0.0,0.032,0.208,0.704
5299,0.696,0.0,0.016,0.016,0.272
5300,0.0,0.0,0.004,0.0,0.996
5301,0.628,0.008,0.008,0.24,0.116
5302,0.788,0.0,0.0,0.156,0.056
5303,0.124,0.0,0.04,0.356,0.48
5304,0.04,0.004,0.452,0.104,0.4
5305,0.584,0.004,0.016,0.264,0.132
5306,0.524,0.0,0.02,0.304,0.152
5307,0.42,0.0,0.056,0.384,0.14
5308,0.004,0.0,0.008,0.0,0.988
5309,0.884,0.0,0.004,0.04,0.072
5310,0.068,0.008,0.008,0.0,0.916
5311,0.788,0.0,0.004,0.064,0.144
5312,0.0,0.0,0.032,0.0,0.968
5313,0.216,0.032,0.176,0.088,0.488
5314,0.408,0.0,0.04,0.476,0.076
5315,0.52,0.0,0.004,0.212,0.264
5316,0.504,0.0,0.028,0.412,0.056
5317,0.748,0.0,0.004,0.208,0.04
5318,0.744,0.0,0.0,0.016,0.24
5319,0.672,0.0,0.0,0.268,0.06
5320,0.504,0.0,0.012,0.344,0.14
5321,0.784,0.0,0.016,0.08,0.12
5322,0.084,0.0,0.184,0.324,0.408
5323,0.28,0.004,0.0,0.012,0.704
5324,0.384,0.008,0.044,0.204,0.36
5325,0.984,0.0,0.0,0.004,0.012
5326,0.044,0.008,0.284,0.0,0.664
5327,0.04,0.056,0.432,0.052,0.42
5328,0.368,0.004,0.036,0.092,0.5
5329,0.508,0.008,0.036,0.16,0.288
5330,0.964,0.0,0.0,0.02,0.016
5331,0.536,0.0,0.008,0.368,0.088
5332,0.0,0.004,0.0,0.0,0.996
5333,0.508,0.0,0.052,0.32,0.12
5334,0.012,0.012,0.376,0.008,0.592
5335,0.636,0.0,0.08,0.064,0.22
5336,0.972,0.0,0.004,0.004,0.02
5337,0.496,0.0,0.024,0.38,0.1
5338,0.224,0.0,0.06,0.42,0.296
5339,0.94,0.0,0.016,0.012,0.032
5340,0.724,0.0,0.004,0.016,0.256
5341,0.688,0.0,0.004,0.264,0.044
5342,0.128,0.02,0.108,0.028,0.716
5343,0.692,0.0,0.0,0.128,0.18
5344,0.868,0.0,0.004,0.056,0.072
5345,0.228,0.0,0.088,0.544,0.14
5346,0.596,0.0,0.012,0.144,0.248
5347,0.88,0.0,0.016,0.016,0.088
5348,0.528,0.004,0.024,0.316,0.128
5349,0.568,0.004,0.032,0.264,0.132
5350,0.02,0.016,0.356,0.004,0.604
5351,0.336,0.004,0.048,0.452,0.16
5352,0.208,0.04,0.02,0.024,0.708
5353,0.104,0.008,0.036,0.284,0.568
5354,0.212,0.0,0.068,0.284,0.436
5355,0.348,0.0,0.036,0.404,0.212
5356,0.652,0.004,0.036,0.044,0.264
5357,0.528,0.0,0.02,0.316,0.136
5358,0.028,0.0,0.436,0.016,0.52
5359,0.444,0.0,0.016,0.32,0.22
5360,0.376,0.0,0.016,0.4,0.208
5361,0.92,0.0,0.0,0.012,0.068
5362,0.792,0.004,0.012,0.084,0.108
5363,0.608,0.0,0.032,0.22,0.14
5364,0.536,0.0,0.0,0.224,0.24
5365,0.0,0.0,0.0,0.0,1.0
5366,0.1,0.036,0.296,0.016,0.552
5367,0.94,0.004,0.0,0.028,0.028
5368,0.684,0.0,0.012,0.12,0.184
5369,0.056,0.008,0.056,0.02,0.86
5370,0.488,0.0,0.008,0.356,0.148
5371,0.004,0.004,0.108,0.0,0.884
5372,0.004,0.032,0.008,0.008,0.948
5373,0.888,0.0,0.012,0.06,0.04
5374,0.008,0.228,0.396,0.0,0.368
5375,0.652,0.0,0.032,0.044,0.272
5376,0.0,0.0,0.0,0.0,1.0
5377,0.08,0.044,0.02,0.0,0.856
5378,0.868,0.0,0.008,0.1,0.024
5379,0.66,0.0,0.012,0.244,0.084
5380,0.7,0.0,0.004,0.14,0.156
5381,0.488,0.0,0.008,0.412,0.092
5382,0.256,0.0,0.056,0.372,0.316
5383,0.676,0.0,0.008,0.26,0.056
5384,0.588,0.0,0.02,0.288,0.104
5385,0.752,0.0,0.008,0.192,0.048
5386,0.0,0.0,0.004,0.0,0.996
5387,0.02,0.0,0.044,0.0,0.936
5388,0.092,0.0,0.124,0.368,0.416
5389,0.212,0.0,0.104,0.496,0.188
5390,0.06,0.048,0.204,0.088,0.6
5391,0.032,0.004,0.368,0.424,0.172
5392,0.84,0.0,0.024,0.044,0.092
5393,0.036,0.0,0.284,0.204,0.476
5394,0.104,0.0,0.068,0.34,0.488
5395,0.0,0.02,0.0,0.0,0.98
5396,0.756,0.012,0.036,0.012,0.184
5397,0.984,0.0,0.004,0.004,0.008
5398,0.044,0.016,0.096,0.128,0.716
5399,0.908,0.016,0.008,0.036,0.032
5400,0.596,0.0,0.08,0.136,0.188
5401,0.0,0.004,0.012,0.0,0.984
5402,0.776,0.0,0.012,0.052,0.16
5403,0.0,0.012,0.264,0.004,0.72
5404,0.612,0.0,0.008,0.22,0.16
5405,0.732,0.0,0.0,0.208,0.06
5406,0.584,0.0,0.016,0.136,0.264
5407,0.044,0.008,0.316,0.048,0.584
5408,0.468,0.0,0.04,0.432,0.06
5409,0.96,0.0,0.004,0.016,0.02
5410,0.62,0.0,0.02,0.092,0.268
5411,0.12,0.0,0.12,0.312,0.448
5412,0.444,0.0,0.032,0.228,0.296
5413,0.54,0.004,0.016,0.032,0.408
5414,0.648,0.004,0.032,0.252,0.064
5415,0.58,0.0,0.028,0.188,0.204
5416,0.256,0.0,0.028,0.42,0.296
5417,0.408,0.0,0.012,0.484,0.096
5418,0.024,0.008,0.008,0.0,0.96
5419,0.48,0.0,0.04,0.384,0.096
5420,0.856,0.0,0.008,0.012,0.124
5421,0.0,0.008,0.096,0.0,0.896
5422,0.288,0.0,0.008,0.308,0.396
5423,0.232,0.0,0.048,0.5,0.22
5424,0.884,0.0,0.008,0.028,0.08
5425,0.004,0.004,0.028,0.008,0.956
5426,0.0,0.016,0.088,0.0,0.896
5427,0.488,0.02,0.024,0.124,0.344
5428,0.888,0.0,0.004,0.012,0.096
5429,0.492,0.0,0.012,0.432,0.064
5430,0.404,0.0,0.076,0.376,0.144
5431,0.964,0.0,0.012,0.008,0.016
5432,0.604,0.0,0.012,0.144,0.24
5433,0.344,0.0,0.024,0.372,0.26
5434,0.948,0.0,0.0,0.036,0.016
5435,0.152,0.0,0.112,0.544,0.192
5436,0.0,0.0,0.02,0.0,0.98
5437,0.0,0.004,0.012,0.0,0.984
5438,0.384,0.0,0.048,0.412,0.156
5439,0.5,0.0,0.004,0.276,0.22
5440,0.54,0.0,0.028,0.304,0.128
5441,0.236,0.0,0.076,0.356,0.332
5442,0.588,0.0,0.072,0.148,0.192
5443,0.296,0.064,0.052,0.004,0.584
5444,0.316,0.008,0.072,0.38,0.224
5445,0.144,0.008,0.056,0.06,0.732
5446,0.44,0.0,0.028,0.42,0.112
5447,0.824,0.0,0.0,0.116,0.06
5448,0.324,0.04,0.08,0.016,0.54
5449,0.332,0.0,0.036,0.38,0.252
5450,0.788,0.0,0.004,0.012,0.196
5451,0.912,0.0,0.016,0.004,0.068
5452,0.0,0.0,0.0,0.0,1.0
5453,0.7,0.008,0.016,0.064,0.212
5454,0.328,0.012,0.052,0.104,0.504
5455,0.332,0.008,0.064,0.48,0.116
5456,0.892,0.0,0.012,0.056,0.04
5457,0.324,0.0,0.068,0.216,0.392
5458,0.852,0.0,0.008,0.024,0.116
5459,0.368,0.0,0.016,0.508,0.108
5460,0.332,0.0,0.216,0.32,0.132
5461,0.324,0.004,0.124,0.28,0.268
5462,0.86,0.012,0.02,0.008,0.1
5463,0.056,0.028,0.136,0.004,0.776
5464,0.744,0.008,0.068,0.016,0.164
5465,0.092,0.112,0.156,0.016,0.624
5466,0.004,0.008,0.068,0.044,0.876
5467,0.408,0.0,0.084,0.264,0.244
5468,0.66,0.0,0.004,0.148,0.188
5469,0.468,0.0,0.02,0.232,0.28
5470,0.208,0.0,0.032,0.088,0.672
5471,0.3,0.0,0.036,0.368,0.296
5472,0.244,0.0,0.048,0.4,0.308
5473,0.084,0.0,0.18,0.436,0.3
5474,0.228,0.0,0.188,0.464,0.12
5475,0.0,0.0,0.0,0.0,1.0
5476,0.612,0.0,0.044,0.192,0.152
5477,0.012,0.008,0.028,0.004,0.948
5478,0.344,0.0,0.032,0.4,0.224
5479,0.02,0.012,0.084,0.04,0.844
5480,0.032,0.008,0.1,0.0,0.86
5481,0.176,0.004,0.04,0.172,0.608
5482,0.604,0.0,0.004,0.044,0.348
5483,0.356,0.0,0.028,0.476,0.14
5484,0.56,0.0,0.004,0.004,0.432
5485,0.976,0.0,0.0,0.008,0.016
5486,0.912,0.0,0.008,0.016,0.064
5487,0.028,0.02,0.504,0.028,0.42
5488,0.58,0.004,0.008,0.332,0.076
5489,0.64,0.0,0.004,0.14,0.216
5490,0.332,0.0,0.032,0.332,0.304
5491,0.48,0.0,0.028,0.352,0.14
5492,0.58,0.0,0.028,0.316,0.076
5493,0.96,0.0,0.0,0.012,0.028
5494,0.332,0.0,0.004,0.076,0.588
5495,0.248,0.0,0.008,0.328,0.416
5496,0.596,0.004,0.0,0.192,0.208
5497,0.596,0.008,0.016,0.296,0.084
5498,0.448,0.0,0.016,0.388,0.148
5499,0.508,0.0,0.076,0.012,0.404
5500,0.364,0.0,0.004,0.072,0.56
5501,0.388,0.004,0.0,0.08,0.528
5502,0.02,0.048,0.608,0.0,0.324
5503,0.292,0.0,0.06,0.604,0.044
5504,0.488,0.0,0.028,0.18,0.304
5505,0.668,0.0,0.008,0.276,0.048
5506,0.296,0.0,0.004,0.12,0.58
5507,0.548,0.0,0.012,0.044,0.396
5508,0.148,0.0,0.044,0.34,0.468
5509,0.032,0.012,0.212,0.016,0.728
5510,0.604,0.0,0.004,0.344,0.048
5511,0.532,0.0,0.024,0.132,0.312
5512,0.932,0.0,0.016,0.008,0.044
5513,0.484,0.008,0.076,0.324,0.108
5514,0.0,0.004,0.032,0.0,0.964
5515,0.872,0.0,0.0,0.072,0.056
5516,0.852,0.0,0.016,0.084,0.048
5517,0.404,0.0,0.032,0.236,0.328
5518,0.028,0.004,0.136,0.0,0.832
5519,0.372,0.008,0.076,0.376,0.168
5520,0.428,0.0,0.02,0.184,0.368
5521,0.992,0.0,0.0,0.004,0.004
5522,0.316,0.0,0.044,0.404,0.236
5523,0.328,0.0,0.016,0.492,0.164
5524,0.908,0.0,0.004,0.044,0.044
5525,0.036,0.048,0.516,0.012,0.388
5526,0.42,0.016,0.04,0.412,0.112
5527,0.32,0.0,0.02,0.556,0.104
5528,0.532,0.0,0.004,0.384,0.08
5529,0.296,0.0,0.056,0.356,0.292
5530,0.036,0.0,0.072,0.008,0.884
5531,0.36,0.0,0.004,0.184,0.452
5532,0.616,0.0,0.016,0.28,0.088
5533,0.736,0.0,0.024,0.2,0.04
5534,0.168,0.0,0.232,0.36,0.24
5535,0.688,0.0,0.04,0.204,0.068
5536,0.48,0.0,0.044,0.12,0.356
5537,0.004,0.044,0.132,0.008,0.812
5538,0.528,0.0,0.024,0.396,0.052
5539,0.532,0.0,0.028,0.268,0.172
5540,0.024,0.028,0.476,0.016,0.456
5541,0.244,0.004,0.048,0.44,0.264
5542,0.088,0.016,0.42,0.028,0.448
5543,0.512,0.0,0.0,0.024,0.464
5544,0.272,0.0,0.124,0.348,0.256
5545,0.544,0.0,0.032,0.256,0.168
5546,0.296,0.0,0.024,0.504,0.176
5547,0.808,0.0,0.0,0.024,0.168
5548,0.488,0.0,0.008,0.276,0.228
5549,0.304,0.0,0.044,0.104,0.548
5550,0.856,0.0,0.004,0.096,0.044
5551,0.028,0.148,0.416,0.0,0.408
5552,0.4,0.0,0.02,0.212,0.368
5553,0.32,0.06,0.04,0.008,0.572
5554,0.36,0.0,0.012,0.04,0.588
5555,0.652,0.004,0.012,0.064,0.268
5556,0.364,0.0,0.04,0.184,0.412
5557,0.4,0.004,0.056,0.224,0.316
5558,0.124,0.004,0.012,0.088,0.772
5559,0.788,0.0,0.0,0.036,0.176
5560,0.632,0.0,0.02,0.136,0.212
5561,0.012,0.072,0.368,0.012,0.536
5562,0.636,0.004,0.012,0.136,0.212
5563,0.768,0.0,0.004,0.024,0.204
5564,0.944,0.0,0.004,0.028,0.024
5565,0.492,0.0,0.004,0.34,0.164
5566,0.516,0.004,0.008,0.356,0.116
5567,0.02,0.012,0.332,0.0,0.636
5568,0.932,0.0,0.004,0.0,0.064
5569,0.776,0.0,0.048,0.0,0.176
5570,0.0,0.0,0.0,0.0,1.0
5571,0.916,0.0,0.004,0.028,0.052
5572,0.356,0.004,0.028,0.188,0.424
5573,0.428,0.004,0.028,0.412,0.128
5574,0.004,0.004,0.032,0.0,0.96
5575,0.096,0.0,0.044,0.42,0.44
5576,0.388,0.0,0.008,0.512,0.092
5577,0.16,0.0,0.1,0.572,0.168
5578,0.604,0.004,0.008,0.316,0.068
5579,0.892,0.0,0.02,0.048,0.04
5580,0.58,0.0,0.0,0.024,0.396
5581,0.16,0.0,0.084,0.596,0.16
5582,0.292,0.0,0.032,0.384,0.292
5583,0.524,0.0,0.024,0.316,0.136
5584,0.944,0.0,0.0,0.028,0.028
5585,0.0,0.0,0.0,0.0,1.0
5586,0.036,0.056,0.36,0.04,0.508
5587,0.364,0.0,0.044,0.504,0.088
5588,0.428,0.0,0.024,0.496,0.052
5589,0.3,0.0,0.028,0.36,0.312
5590,0.004,0.004,0.004,0.0,0.988
5591,0.312,0.0,0.092,0.22,0.376
5592,0.0,0.0,0.004,0.0,0.996
5593,0.744,0.0,0.036,0.072,0.148
5594,0.22,0.0,0.06,0.512,0.208
5595,0.668,0.008,0.024,0.232,0.068
5596,0.136,0.0,0.032,0.136,0.696
5597,0.04,0.024,0.324,0.012,0.6
5598,0.772,0.004,0.008,0.012,0.204
5599,0.984,0.0,0.004,0.008,0.004
5600,0.524,0.0,0.048,0.384,0.044
5601,0.0,0.0,0.004,0.0,0.996
5602,0.288,0.0,0.024,0.556,0.132
5603,0.404,0.004,0.016,0.308,0.268
5604,0.284,0.004,0.136,0.108,0.468
5605,0.404,0.0,0.032,0.468,0.096
5606,0.896,0.0,0.02,0.044,0.04
5607,0.6,0.0,0.004,0.032,0.364
5608,0.28,0.0,0.04,0.36,0.32
5609,0.988,0.0,0.008,0.0,0.004
5610,0.964,0.0,0.0,0.0,0.036
5611,0.012,0.036,0.288,0.036,0.628
5612,0.2,0.14,0.072,0.0,0.588
5613,0.484,0.004,0.016,0.34,0.156
5614,0.572,0.0,0.004,0.292,0.132
5615,0.836,0.0,0.004,0.116,0.044
5616,0.832,0.004,0.016,0.02,0.128
5617,0.012,0.004,0.012,0.004,0.968
5618,0.756,0.0,0.024,0.052,0.168
5619,0.204,0.032,0.044,0.02,0.7
5620,0.28,0.0,0.048,0.496,0.176
5621,0.824,0.0,0.004,0.112,0.06
5622,0.424,0.0,0.036,0.348,0.192
5623,0.072,0.004,0.132,0.0,0.792
5624,0.46,0.0,0.008,0.332,0.2
5625,0.232,0.0,0.092,0.332,0.344
5626,0.36,0.0,0.0,0.26,0.38
5627,0.656,0.0,0.004,0.14,0.2
5628,0.22,0.0,0.024,0.424,0.332
5629,0.656,0.02,0.056,0.02,0.248
5630,0.432,0.0,0.02,0.412,0.136
5631,0.056,0.076,0.02,0.004,0.844
5632,0.116,0.024,0.08,0.292,0.488
5633,0.448,0.0,0.032,0.336,0.184
5634,0.932,0.0,0.0,0.028,0.04
5635,0.048,0.044,0.06,0.02,0.828
5636,0.044,0.0,0.068,0.272,0.616
5637,0.516,0.0,0.08,0.216,0.188
5638,0.392,0.0,0.024,0.192,0.392
5639,0.2,0.004,0.04,0.528,0.228
5640,0.0,0.0,0.012,0.008,0.98
5641,0.244,0.0,0.016,0.44,0.3
5642,0.004,0.024,0.108,0.0,0.864
5643,0.688,0.008,0.008,0.04,0.256
5644,0.0,0.012,0.016,0.0,0.972
5645,0.0,0.0,0.0,0.0,1.0
5646,0.12,0.004,0.06,0.548,0.268
5647,0.832,0.0,0.004,0.028,0.136
5648,0.744,0.012,0.092,0.008,0.144
5649,0.044,0.036,0.364,0.024,0.532
5650,0.58,0.116,0.06,0.004,0.24
5651,0.004,0.004,0.012,0.0,0.98
5652,0.0,0.016,0.012,0.0,0.972
5653,0.556,0.0,0.036,0.24,0.168
5654,0.212,0.016,0.012,0.02,0.74
5655,0.008,0.004,0.02,0.0,0.968
5656,0.48,0.0,0.032,0.348,0.14
5657,0.396,0.0,0.028,0.392,0.184
5658,0.576,0.0,0.024,0.348,0.052
5659,0.016,0.036,0.096,0.0,0.852
5660,0.356,0.0,0.016,0.48,0.148
5661,0.9,0.0,0.0,0.02,0.08
5662,0.312,0.0,0.06,0.592,0.036
5663,0.492,0.004,0.048,0.228,0.228
5664,0.936,0.0,0.004,0.016,0.044
5665,0.788,0.02,0.012,0.1,0.08
5666,0.024,0.012,0.548,0.028,0.388
5667,0.048,0.016,0.108,0.016,0.812
5668,0.432,0.0,0.064,0.36,0.144
5669,0.648,0.0,0.004,0.132,0.216
5670,0.08,0.02,0.044,0.004,0.852
5671,0.556,0.0,0.004,0.364,0.076
5672,0.248,0.0,0.004,0.096,0.652
5673,0.92,0.0,0.012,0.008,0.06
5674,0.228,0.0,0.06,0.616,0.096
5675,0.06,0.02,0.044,0.004,0.872
5676,0.24,0.02,0.036,0.516,0.188
5677,0.94,0.0,0.012,0.0,0.048
5678,0.448,0.0,0.068,0.264,0.22
5679,0.108,0.004,0.052,0.44,0.396
5680,0.724,0.0,0.008,0.212,0.056
5681,0.644,0.0,0.008,0.232,0.116
5682,0.932,0.0,0.012,0.024,0.032
5683,0.736,0.0,0.0,0.204,0.06
5684,0.324,0.0,0.108,0.328,0.24
5685,0.484,0.012,0.076,0.132,0.296
5686,0.188,0.012,0.024,0.016,0.76
5687,0.724,0.012,0.024,0.076,0.164
5688,0.232,0.0,0.38,0.204,0.184
5689,0.728,0.0,0.008,0.224,0.04
5690,0.496,0.0,0.0,0.024,0.48
5691,0.492,0.0,0.012,0.376,0.12
5692,0.136,0.004,0.048,0.128,0.684
5693,0.348,0.0,0.008,0.536,0.108
5694,0.0,0.0,0.004,0.0,0.996
5695,0.484,0.0,0.012,0.436,0.068
5696,0.092,0.0,0.072,0.448,0.388
5697,0.036,0.124,0.296,0.02,0.524
5698,0.864,0.0,0.008,0.1,0.028
5699,0.0,0.0,0.032,0.0,0.968
5700,0.648,0.0,0.004,0.004,0.344
5701,0.636,0.0,0.044,0.096,0.224
5702,0.388,0.0,0.016,0.108,0.488
5703,0.336,0.016,0.052,0.464,0.132
5704,0.408,0.0,0.008,0.5,0.084
5705,0.632,0.0,0.052,0.012,0.304
5706,0.732,0.0,0.008,0.152,0.108
5707,0.736,0.008,0.0,0.024,0.232
5708,0.496,0.0,0.008,0.2,0.296
5709,0.232,0.0,0.124,0.556,0.088
5710,0.128,0.0,0.036,0.62,0.216
5711,0.34,0.0,0.02,0.568,0.072
5712,0.428,0.0,0.04,0.308,0.224
5713,0.904,0.0,0.004,0.024,0.068
5714,0.796,0.008,0.036,0.008,0.152
5715,0.42,0.0,0.008,0.196,0.376
5716,0.52,0.0,0.012,0.136,0.332
5717,0.604,0.028,0.056,0.196,0.116
5718,0.592,0.0,0.032,0.264,0.112
5719,0.092,0.012,0.18,0.0,0.716
5720,0.272,0.172,0.1,0.0,0.456
5721,0.628,0.004,0.024,0.08,0.264
5722,0.0,0.004,0.02,0.0,0.976
5723,0.76,0.0,0.008,0.152,0.08
5724,0.312,0.004,0.016,0.532,0.136
5725,0.756,0.0,0.12,0.068,0.056
5726,0.632,0.0,0.032,0.188,0.148
5727,0.12,0.0,0.048,0.356,0.476
5728,0.332,0.0,0.052,0.344,0.272
5729,0.948,0.0,0.004,0.008,0.04
5730,0.0,0.016,0.044,0.0,0.94
5731,0.856,0.0,0.008,0.024,0.112
5732,0.088,0.0,0.008,0.152,0.752
5733,0.024,0.0,0.424,0.356,0.196
5734,0.3,0.0,0.028,0.52,0.152
5735,0.72,0.0,0.0,0.024,0.256
5736,0.892,0.0,0.0,0.028,0.08
5737,0.464,0.0,0.016,0.396,0.124
5738,0.488,0.0,0.016,0.18,0.316
5739,0.168,0.008,0.172,0.056,0.596
5740,0.776,0.0,0.004,0.152,0.068
5741,0.176,0.0,0.02,0.596,0.208
5742,0.248,0.0,0.04,0.36,0.352
5743,0.684,0.0,0.016,0.204,0.096
5744,0.94,0.0,0.0,0.016,0.044
5745,0.0,0.0,0.0,0.0,1.0
5746,0.268,0.0,0.16,0.352,0.22
5747,0.588,0.0,0.064,0.24,0.108
5748,0.696,0.0,0.008,0.256,0.04
5749,0.484,0.0,0.004,0.164,0.348
5750,0.74,0.004,0.024,0.076,0.156
5751,0.368,0.004,0.032,0.4,0.196
5752,0.544,0.008,0.056,0.116,0.276
5753,0.484,0.0,0.004,0.332,0.18
5754,0.288,0.004,0.036,0.44,0.232
5755,0.348,0.0,0.076,0.26,0.316
5756,0.44,0.0,0.004,0.212,0.344
5757,0.272,0.0,0.036,0.216,0.476
5758,0.368,0.0,0.04,0.356,0.236
5759,0.632,0.0,0.008,0.2,0.16
5760,0.016,0.076,0.156,0.008,0.744
5761,0.096,0.004,0.056,0.3,0.544
5762,0.28,0.0,0.024,0.536,0.16
5763,0.312,0.004,0.084,0.548,0.052
5764,0.308,0.004,0.008,0.172,0.508
5765,0.844,0.0,0.016,0.048,0.092
5766,0.332,0.0,0.164,0.104,0.4
5767,0.06,0.052,0.036,0.008,0.844
5768,0.604,0.0,0.008,0.208,0.18
5769,0.472,0.0,0.088,0.244,0.196
5770,0.004,0.012,0.056,0.0,0.928
5771,0.996,0.0,0.004,0.0,0.0
5772,0.036,0.016,0.052,0.004,0.892
5773,0.1,0.012,0.012,0.008,0.868
5774,0.952,0.0,0.004,0.016,0.028
5775,0.26,0.0,0.068,0.44,0.232
5776,0.212,0.004,0.076,0.576,0.132
5777,0.496,0.0,0.06,0.216,0.228
5778,0.056,0.028,0.044,0.004,0.868
5779,0.72,0.0,0.012,0.056,0.212
5780,0.82,0.008,0.004,0.096,0.072
5781,0.236,0.004,0.02,0.04,0.7
5782,0.348,0.0,0.024,0.184,0.444
5783,0.836,0.0,0.016,0.036,0.112
5784,0.0,0.004,0.072,0.0,0.924
5785,0.616,0.0,0.004,0.224,0.156
5786,0.892,0.0,0.004,0.012,0.092
5787,0.044,0.0,0.156,0.572,0.228
5788,0.708,0.0,0.0,0.044,0.248
5789,0.0,0.0,0.008,0.0,0.992
5790,0.476,0.0,0.016,0.376,0.132
5791,0.108,0.0,0.056,0.66,0.176
5792,0.48,0.0,0.02,0.124,0.376
5793,0.292,0.0,0.0,0.004,0.704
5794,0.132,0.0,0.136,0.364,0.368
5795,0.716,0.016,0.136,0.008,0.124
5796,0.62,0.02,0.012,0.164,0.184
5797,0.704,0.0,0.016,0.188,0.092
5798,0.896,0.0,0.012,0.048,0.044
5799,0.0,0.0,0.0,0.0,1.0
5800,0.052,0.0,0.008,0.0,0.94
5801,0.324,0.0,0.012,0.604,0.06
5802,0.484,0.0,0.008,0.204,0.304
5803,0.748,0.016,0.004,0.0,0.232
5804,0.376,0.0,0.092,0.312,0.22
5805,0.788,0.008,0.056,0.02,0.128
5806,0.232,0.0,0.168,0.196,0.404
5807,0.136,0.0,0.032,0.568,0.264
5808,0.396,0.0,0.036,0.312,0.256
5809,0.58,0.0,0.088,0.16,0.172
5810,0.268,0.0,0.052,0.384,0.296
5811,0.896,0.0,0.004,0.02,0.08
5812,0.316,0.004,0.092,0.108,0.48
5813,0.592,0.0,0.008,0.112,0.288
5814,0.08,0.068,0.032,0.0,0.82
5815,0.332,0.012,0.028,0.012,0.616
5816,0.228,0.0,0.044,0.256,0.472
5817,0.856,0.0,0.004,0.072,0.068
5818,0.976,0.004,0.0,0.016,0.004
5819,0.26,0.0,0.068,0.556,0.116
5820,0.388,0.0,0.268,0.308,0.036
5821,0.164,0.012,0.16,0.064,0.6
5822,0.004,0.004,0.024,0.0,0.968
5823,0.016,0.096,0.192,0.012,0.684
5824,0.932,0.0,0.004,0.008,0.056
5825,0.336,0.0,0.024,0.424,0.216
5826,0.964,0.0,0.0,0.004,0.032
5827,0.34,0.004,0.064,0.184,0.408
5828,0.416,0.0,0.032,0.284,0.268
5829,0.46,0.0,0.04,0.34,0.16
5830,0.192,0.0,0.004,0.036,0.768
5831,0.512,0.004,0.02,0.236,0.228
5832,0.0,0.0,0.008,0.0,0.992
5833,0.196,0.0,0.092,0.528,0.184
5834,0.46,0.0,0.02,0.356,0.164
5835,0.284,0.084,0.024,0.008,0.6
5836,0.74,0.0,0.008,0.208,0.044
5837,0.264,0.0,0.016,0.608,0.112
5838,0.84,0.0,0.0,0.06,0.1
5839,0.46,0.0,0.012,0.288,0.24
5840,0.236,0.0,0.028,0.3,0.436
5841,0.712,0.008,0.008,0.212,0.06
5842,0.324,0.0,0.108,0.472,0.096
5843,0.544,0.0,0.008,0.032,0.416
5844,0.58,0.004,0.016,0.224,0.176
5845,0.48,0.0,0.088,0.032,0.4
5846,0.572,0.0,0.008,0.18,0.24
5847,0.7,0.0,0.012,0.236,0.052
5848,0.22,0.0,0.124,0.396,0.26
5849,0.004,0.02,0.192,0.004,0.78
5850,0.088,0.008,0.188,0.616,0.1
5851,0.412,0.008,0.04,0.448,0.092
5852,0.408,0.0,0.036,0.264,0.292
5853,0.528,0.016,0.008,0.012,0.436
5854,0.852,0.0,0.004,0.04,0.104
5855,0.232,0.02,0.04,0.5,0.208
5856,0.724,0.0,0.004,0.2,0.072
5857,0.8,0.0,0.004,0.148,0.048
5858,0.032,0.0,0.052,0.004,0.912
5859,0.876,0.004,0.012,0.052,0.056
5860,0.616,0.0,0.016,0.236,0.132
5861,0.184,0.0,0.016,0.536,0.264
5862,0.144,0.008,0.02,0.116,0.712
5863,0.2,0.012,0.06,0.312,0.416
5864,0.148,0.0,0.072,0.64,0.14
5865,0.88,0.0,0.004,0.064,0.052
5866,0.724,0.0,0.0,0.196,0.08
5867,0.104,0.0,0.048,0.008,0.84
5868,0.016,0.068,0.624,0.008,0.284
5869,0.112,0.024,0.112,0.12,0.632
5870,0.352,0.0,0.04,0.276,0.332
5871,0.428,0.008,0.124,0.276,0.164
5872,0.364,0.004,0.064,0.02,0.548
5873,0.372,0.0,0.052,0.396,0.18
5874,0.74,0.004,0.04,0.036,0.18
5875,0.336,0.0,0.052,0.228,0.384
5876,0.92,0.004,0.0,0.012,0.064
5877,0.548,0.0,0.028,0.296,0.128
